case_id,case_outcome,case_title,case_text
Case12552,cited,Attorney-General v Ross [1986] 1 WLR 252,"The starting point in determining the essential object of an institution is its constitution or articles of association. However, this will not always be determinative since ""[t]he skill of Chancery draftsmen is well able to produce a constitution of charitable flavour intended to allow the pursuit of aims of a non-charitable or dubiously charitable flavour"": Attorney-General v Ross [1986] 1 WLR 252 at 263 per Scott J. Similarly, the constitution of a legitimate charity may be drafted in such a way as to obscure that legitimacy, whether through the inexperience of the drafter, the mistaken belief that the organisation's charitable nature will never be questioned, or otherwise. Where it is unclear from the listed objects of an organisation what its main purpose is, or where the evidence shows that the listed objects do not reflect the actual purpose of the organisation, it is appropriate to look to the activities of the organisation together with the expressed objects. In my view, this is not a case where the listed objects leave it unclear what is the main purpose of the organisation. Nor is there evidence that the stated objects do not reflect the actual purpose of Word. The first six objects in paragraph (a) of the objects (set out above at [9]) are clearly related to Word's evangelising activities. As for the remaining objects, I am satisfied, as was the Tribunal, that their comprehensive nature is more likely to reflect a degree of caution on the part of the drafter to ensure that no necessary or desirable act would be prohibited because of an unintended omission from the list. 29 The Tribunal's finding in respect of the period from 1986 or 1987 to the establishment of Bethel Funerals in 1996 was as follows: ""Between 1986 or 1987 and 1996, the sole activity of the applicant was the generation of income from interest earned on deposits from individuals seeking to support those fund raising activities. Its constituent documents prohibited distribution to members of the company and the income generated was applied solely for the benefits of [Wycliffe] as the primary recipient with small contributions to other similar religious organisations. It pursued those objectives solely in Australia and, as such, satisfied the requirements of Item 1.1 of s 50-5 and s 50-50(a) of the Act and was entitled to be endorsed as exempt from income tax for that period as an institution for the advancement of religion."" 30 This finding raises three questions of law which the Commissioner says, for the purposes of the period from 2002, were answered erroneously by the Tribunal. The first is the Commissioner's submission that there was insufficient evidence for the Tribunal to conclude that the payments made by Word to Wycliffe and other organisations were used by them for charitable purposes. No such conclusion expressly appears in the Tribunal's reasons but I agree with the Commissioner's submission that that is the only basis on which the Tribunal could have concluded that Word's activities were charitable."
Case16367,considered,Lombe v Pollak [2004] FCA 593,"The reasoning in Springfield 38 FCR 217 was also applied by Jacobson J in Lombe v Pollak [2004] FCA 593 at [19] , where his Honour referred in particular to the question of whether any prejudice may be suffered by the owner of the document."
Case15137,referred to,Birdseye v Australian Securities and Investments Commission (2003) 38 AAR 55,"The requirement that a notice of an appeal from the Tribunal state a question of law has been considered in numerous cases. As Gummow J pointed out in TNT Skypak International (Aust) Pty Ltd v Federal Commissioner of Taxation (1988) 82 ALR 175 at 178, ""[t]he existence of a question of law is now not merely a qualifying condition to ground the appeal, but also the subject of the appeal itself."" Order 53 r 3(2) of the Rules requires that the question of law to be raised by the appeal and the grounds relied on in support of the order sought on the appeal be stated separately: compare Birdseye v Australian Securities and Investments Commission (2003) 38 AAR 55 at 60 per Branson and Stone JJ, with whom Marshall J relevantly agreed at 67; Australian Securities and Investments Commission v Saxby Bridge Financial Planning Pty Ltd [2003] FCAFC 244 ; (2003) 133 FCR 290 at 300-301 per Branson J; and Ergon Energy Corp Ltd v Commissioner of Taxation [2006] FCAFC 125 ; (2006) 153 FCR 551 at 563-565 per Sundberg and Kenny JJ and 570-571 per Gyles J (dissenting)."
Case867,followed,Moradian v Minister for Immigration &amp; Multicultural &amp; Indigenous Affairs [2004] FCA 1590 (2004) 142 FCR 170,"To the extent to which Lay Lat might be taken to be authority on the meaning and effect of s 357A of the Migration Act , it does not bind me to hold that Ms Antipova's only entitlement to procedural fairness is to be found in the meagre provisions of Div 5 of Pt 5 of the Migration Act . In my view, to the extent that it suggests that s 422B excludes all principles of procedural fairness, other than those found in Div 4 of Pt 7 of the Migration Act , VXDC is fundamentally wrong. The obiter remarks in Lay Lat are entitled to great respect, appearing as they do in a considered judgment of a Full Court, but I cannot bring myself to accept that they are correct. For the reasons I gave in Moradian v Minister for Immigration &amp; Multicultural &amp; Indigenous Affairs [2004] FCA 1590 (2004) 142 FCR 170 at [28] , I remain of the view that the words 'in relation to the matters it deals with', appearing in each of ss 51A , 357A and 422B of the Migration Act are intended to qualify the words preceding them, and to reduce what would otherwise be the absolute effect of those exclusionary words. If this were not the case, the words 'in relation to the matters it deals with' would be otiose, and it is not to be supposed that Parliament intended to enact meaningless, surplus words in a crucial amendment. The words are not the 'plain words of necessary intendment' required to exclude the requirements of procedural fairness. See Annetts v McCann [1990] HCA 57 ; (1990) 170 CLR 596 at 598 per Mason CJ, Deane and McHugh JJ, and the authorities there cited. It is highly unlikely that Parliament had in mind all of the myriad ways in which procedural fairness, a concept the content of which is dependent on the circumstances of each case, could arise. The present case forms a good example of what would result if the view expressed in Lay Lat were to be followed. Assuming that s 360(1) of the Migration Act does not have the meaning that it has in my view, the Tribunal could reduce the time of a hearing arbitrarily as much as it chose, interrupt and curtail the evidence of the applicant constantly, and deprive the applicant of any opportunity to put his or her case, and the applicant would have no redress. It is impossible to imagine that Parliament intended such a drastic result. 98 To the extent to which the views expressed in VXDC and Lay Lat are said to be based on a reading of the explanatory memorandum and the second reading speech relating to the bill by which ss 51A , 357A and 422B were introduced into the Migration Act , I repeat the view I expressed in Moradian at [35]. Those documents do not contain statements specific enough to resolve any ambiguity in those provisions, or to disclose a purpose specific enough to warrant a construction of the provisions that would regard them as excluding the entirety of the principle of procedural fairness described as the 'natural justice hearing rule'."
Case22811,followed,Byrnes v Repatriation Commission [1993] HCA 48 ; (1993) 177 CLR 574,"If there is no relevant SoP, s 120A(3) of the VE Act does not apply: s 120A(4). The third step must therefore be taken without reference to any SoP, in accordance with the approach summarised in Byrnes v Repatriation Commission [1993] HCA 51 ; (1993) 177 CLR 564, at 571, per curiam : 'The position may be summarized as follows: (1) First, sub-s. (3) of s. 120 is applied: do all or some of the facts raised by the material before the Commission give rise to a reasonable hypothesis connecting the veteran's injury with war service? The hypothesis will not be reasonable if it is contrary to known scientific facts or is obviously fanciful or untenable. If the hypothesis is not reasonable, the claim fails. Proof of facts is not in issue at this point. (2) If a reasonable hypothesis is established, sub-s. (1) of s. 120 is applied. The claim will succeed unless: (a) one or more of the facts necessary to support the hypothesis are disproved beyond reasonable doubt; or (b) the truth of another fact in the material, which is inconsistent with the hypothesis, is proved beyond reasonable doubt, thus disproving, beyond reasonable doubt, the hypothesis'. See Woodward v Repatriation Commission [2003] FCAFC 160 ; (2003) 131 FCR 473, at 483 [55], per curiam ; Bull v Repatriation Commission (2001) 34 AAR 326, at 329-330 [13]-[15], per Emmett and Allsop JJ."
Case2828,cited,Australian Broadcasting Corporation v Lenah Game Meats (2001) 208 CLR 199 ,"FKP submitted that the creation of intellectual property rights in contravention of the legal or equitable rights of a person can give rise to a constructive trust in favour of that person. Reference was made to what was said by Gummow and Hayne JJ in Australian Broadcasting Corporation v Lenah Game Meats (2001) 208 CLR 199 at 246. In an appropriate case, so much may be conceded. Reference was also made to what was said by Williams J in dissent in Federal Commissioner of Taxation v United Aircraft Corporation [1943] HCA 50 ; (1943) 68 CLR 525 at 546. 23 Spirits submitted that FKP's motion for leave to amend its FACC by filing a pleading in the form of the draft SFACC should be refused for the following three reasons: (a) FKP's proposed amendment is so obviously futile that it would be struck out had it appeared in the original pleading; there were at least two elements to this an alleged mistaken reliance on s 44 of the Act and the absence of any pleading that, by making the trade mark applications, Spirits has invaded any presently existing legal or equitable right of FKP, or has breached any alleged obligation owed to FKP, such as would be necessary to attract any principle in the terms stated in Lenah Game Meats ; (b) to allow the amendment would lead to substantial prejudice being suffered by Spirits which could not be cured by an order for costs, because registration of the trade mark applications would be held up indefinitely, pending the outcome of this (already lengthy and complicated) proceeding; and (c) there are powerful considerations militating against an exercise of the Court's discretion in favour of allowing the amendment. 24 Each of these reasons was elaborated on in Spirits' written and oral submissions, but it is the reliance on s 44 of the Act in the pleadings which are at the forefront of Spirits' argument which is put in the following way. 25 Paragraphs [68] [70] of the draft SFACC, which lead up to para [71] plead that: (a) the Stolichnaya trade mark applications are substantially identical with or deceptively similar to each of the Stolichnaya Label Mark, the Stolichnaya Word Mark, the Stoli Word Mark, the Ohranj Label Mark, the Ohranj Word Mark and the Blue Salyt Mark ('the Stolichnaya currently disputed marks') (para [68] of the draft SFACC); (b) the Stolichnaya trade mark applications are in relation to similar goods to the Stolichnaya currently disputed marks (para [69] of the draft SFACC); and (c) each of the Stolichnaya trade mark applications has a priority date which is not earlier than the priority date for the Stolichnaya currently disputed marks (para [70] of the draft SFACC)."
Case4550,cited,Applicant S v Minister for Immigration and Multicultural Affairs [2004] HCA 25 ; (2003) 217 CLR 387,"The appellant has not earlier advanced a claim to fear being arrested and charged with an offence under the Terrorism and Disturbance Act if he returns to India. If he had, the Tribunal would presumably have pointed out to him that being arrested on a charge of contravening a law of general application would not, of itself, constitute persecution (see Applicant A &amp; Anor v Minister for Immigration and Ethnic Affairs &amp; Anor [1997] HCA 4 ; (1997) 190 CLR 225 and Applicant S v Minister for Immigration and Multicultural Affairs [2004] HCA 25 ; (2003) 217 CLR 387)."
Case12616,followed,Johnston v Cameron [2002] FCA 948,"Although there has been no direct judicial consideration of the term ""publication"" in relation to s 50 applications, there appears to be a consensus emerging in the cases on s 50 that this section ""deals expressly with the prevention of information given in open court from entering the wider public arena""; see Computer Interchange Pty Ltd and Another v Microsoft Corp and Another [1999] FCA 198 ; (1999) 88 FCR 438 per Madgwick J at [15]. The word ""domain"" has also been used interchangeably with ""arena""; see generally Johnston v Cameron [2002] FCA 948 ; Minister for Immigration and Multicultural and Indigenous Affairs v X [2005] FCAFC 217 ; (2005) 147 FCR 243. In each of these cases, the entering of particular evidence or the name of a party into ""the wider public arena"" or ""domain"" contemplates an act of publication and audience much broader than the limited inspection (and not copying) of documents at the Court Registry by Ms Gee, Mr Agnew and Ms Meredith. 17. The underlying assumption of s 50 is the principle of open justice. The fact that the order must be necessary to prevent prejudice suggests that the party seeking to invoke a power of suppression carries a very heavy onus; see Madgwick J in Computer Interchange at [16] and Weinberg J in Johnston v Cameron at [89]. As such, the Court must consider the alleged prejudice that would be suffered by the respondent should the s 50 order not be granted. The Court must also determine whether the order is necessary to prevent this prejudice and whether this warrants a departure from the ordinary rule that open justice occur."
Case12653,cited,Worimi v Minister for Lands for the State of New South Wales [2006] FCA 1770,"The Worimi Local Aboriginal Land Council ('the Land Council'), previously represented by an administrator, Mr Hillig, seeks a declaration that no native title exists over land at Port Stephens, being Lot 576 in Deposited Plan 48823 ('the Land'). By notice of motion filed on 23 August 2005, Mr Gary Dates, also known as Worimi, sought to become a party to the proceedings. Worimi has previously filed two claimant applications for a determination that native title exists over the Land. I struck out each application pursuant to s 84C of the Native Title Act 1993 (Cth) ('the Act') for failure to comply with s 61 of the Act ( Hillig as Administrator of Worimi Local Aboriginal Land Council v Minister for Lands for the State of New South Wales (No 2) [2006] FCA 1115 ; Worimi v Minister for Lands for the State of New South Wales [2006] FCA 1770). Worimi had previously indicated that he intended to file a further claimant application. That has not occurred and there is no present suggestion of any intention on Worimi's part to do so. By an amended notice of motion filed on 30 March 2007, Worimi seeks to be joined as a respondent to this non-claimant application under s 84(5) of the Act. The application for joinder is opposed by the Land Council."
Case6922,followed,EMCL Pty Ltd v Esanda Finance Corporation Ltd (No. 2) (1998) 160 ALR 382,"I also propose to make an order that the respondent pay to each of the persons it employed at the Victorian Arts Centre the amount agreed to be outstanding. To each amount there should be added interest, pursuant to s 179A of the WR Act. In this respect, the applicant's claim is modest. Because of the difficulty of calculation of interest when it is payable on a series of payments that were due over a long period, the applicant has asked for interest only from 1 June 2003, ie. on the total sum owed to each employee in respect of the two periods claimed. The applicant calculated that interest only up to the date when the case was being heard. It should be calculated to the date of judgment. As to the rate, the applicant sought interest at 11 per cent per annum, that being the operative rate at 1 June 2003, pursuant to the Penalty Interest Rate Act 1983 (Vic). It is appropriate to choose that rate for the reasons advanced in EMCL Pty Ltd v Esanda Finance Corporation Ltd (No. 2) (1998) 160 ALR 382 at 384, and Textile, Clothing and Footwear Union of Australia v Givoni Pty Ltd [2002] FCA 1406 at [91] . The rate of interest was increased to 11.25 per cent from 26 June 2003, and to 12 per cent from 1 July 2004, but counsel for the applicant forwent any entitlement to a rate greater than 11 per cent. The order that I make for payment to each employee will therefore include an amount of interest on the sum owing to that employee at 1 June 2003, at the rate of 11 per cent per annum (non-compounding), from 1 June 2003 to the date of judgment."
Case16650,cited,Commissioner of Taxation v Reliance Carpet Co Pty Ltd [2008] HCA 22,"too applied what Dixon CJ had said in Rawson 107 CLR at 481, see Foran 168 CLR at 425. When Brennan J referred to an entitlement to rescind, he used 'rescind' in the sense of one party electing to terminate for breach or repudiation by the other, as explained in Commissioner of Taxation v Reliance Carpet Co Pty Ltd [2008] HCA 22 at [2] per Gleeson CJ, Gummow, Heydon, Crennan and Kiefel JJ."
Case16136,considered,Murphy v Overton Investments Pty Ltd [2004] HCA 3 ; (2004) 204 ALR 26,"It is premature, in my view, to give detailed consideration to whether the Statement of Claim adequately pleads an appropriate nexus between the losses allegedly suffered by Dr Wearne and the relief claimed by her. I note, however, that the High Court observed with respect to the Trade Practices Act in Murphy v Overton Investments Pty Ltd [2004] HCA 3 ; (2004) 204 ALR 26 at [45] : 'The Act's references to ""loss or damage"" can be given no narrow meaning. Section 4K of the Act provides that loss or damage includes a reference to injury. It follows that the loss or damage spoken of in ss 82 and 87 is not confined to economic loss. What kinds of detriment constitute loss or damage, when a detriment is to be identified as occurring or likely to occur, and what remedies are to be awarded, may all raise further difficult questions. Especially is that so when it is recalled that remedies may be awarded to compensate, prevent or reduce loss or damage that has been or is likely to be suffered by conduct in contravention of the Act.' (citation omitted) 39 I am not satisfied that Dr Wearne does not have a reasonable cause of action, or reasonable causes of action, against the University. The application for the proceeding to be dismissed or permanently stayed therefore fails. 40 However, I conclude that the Statement of Claim does not comply with the rules of pleading. Its deficiencies are so extensive that it would be counterproductive, in my view, for individual paragraphs or groups of paragraphs to be struck out. The Statement of Claim will therefore be wholly struck out. However, in my view it is appropriate that Dr Wearne have one final opportunity to plead her case against the University."
Case7107,cited,Paxus Services Ltd v People Bank Pty Ltd (1990) 99 ALR 728,"The main issue that was argued before me was whether, within the meaning of O 15A r 6, there is reasonable cause to believe that the respondents may have the right to obtain relief from KPMG. On this question, some preliminary observations can be made: &#8226; It is necessary to examine the various elements of the potential cause of action that is sought to be relied upon to determine whether there is reasonable cause to believe that each of the necessary elements exist. That task requires the Court to conclude at least that there is a reasonable cause to believe that each of the elements of the relevant cause of action might be established. The test is an objective one, and it is not necessary to prove that each of the elements do in fact exist. The rule contemplates that there be reasonable cause to believe that the respondents may have a right to obtain relief: see Austrac Operations Pty Ltd v New South Wales [2003] ATPR 41-960 at [11] and Leighton Contractors Pty Ltd v Page Kirkland Management Pty Ltd [2006] FCA 288 at [5] . &#8226; If the cause of action on which an application for preliminary discovery is based could not succeed, is bound to fail, is ill-founded or is doomed to fail, then discovery ought not be ordered: Bradley v Eagle Star Insurance Co Ltd [1989] 1 All ER 961 at 963 to 964; Harris v Newcastle-upon-Tyne Health Authority [1989] 2 All ER 273 at 277. If the potential cause of action would not survive an application for summary judgment pursuant to s 31A of the Federal Court of Australia Act 1976 ('Federal Court Act'), then discovery ought not to be ordered. &#8226; ""Belief"" under O 15A r 6 requires more than mere assertion, a ""hunch"", conjecture or suspicion. Belief is an inclination of the mind towards assenting to, rather than rejecting, a proposition: see: John Holland Services Pty Ltd v Terranora Group Management Pty Ltd [2004] FCA 679 at [13] to [14]; St George Bank Ltd v Rabo Australia Ltd (2004) 211 ALR 147 at 154. &#8226; The availability of preliminary discovery under O 15A r 6 depends upon the evidence before the Court. . The evidence must incline the mind towards the matter of fact in question: see Austrac Operations [2003] ATPR at [37]; John Holland Services [2004] FCA at [13] to [14], [17] and [73] and St George v Rabo 211 ALR at 154. &#8226; The rule is one which should be construed beneficially. In Paxus Services Ltd v People Bank Pty Ltd (1990) 99 ALR 728 at 733 Burchett J said: It is no answer to the applicant's application under r 6 to say that the proceeding is in the nature of a fishing expedition: cf Meth v Norbert Steinhardt &amp; Son Ltd (1959) 33 ALJR 78 at 81. Rule 6 is designed to enable an applicant, in a situation where his proof can rise no higher than the level the rule describes, to ascertain whether he has a case against the prospective respondent -- that is, to ""fish"" in the old sense... It would be unfortunate if a rule designed to amplify the court's power to penetrate obscurities and uncertainties in the interests of justice were to be weakened by restrictive and unnecessary glosses. I think the rule is of a beneficial kind within the meaning of the well known principle of interpretation, and should be given the fullest scope its language will reasonably allow. The proper brake on any excesses in its use is the discretion of the court, which is required to be exercised in the particular circumstances of each case. See also CGU Insurance Ltd v Malaysia International Shipping Corporation Berhad (2001) 187 ALR 279 at [23] per Tamberlin J. 77 The respondents relied upon a report of John Stewart of BDO Kendalls dated 19 April 2007 in an endeavor to demonstrate breach (and causation). I appreciate that no evidence has been adduced by KPMG and inferences may be drawn from a failure to call evidence in the appropriate case (see Paxus Services 99 ALR at 732 to 733), but this does not excuse the respondents from demonstrating that there is a reasonable cause to believe there may be an entitlement to relief. 78 Mr Stewart set out the following matters he was asked to address: &#8226; ""My opinion as to whether there is, on a prima facie basis, reason to think that the financial reports of [York Street] and [Market Street] for the periods ended 31 December 2002, 30 June 2003, 31 December 2003 and 30 June 2004 (""enclosed financial reports"") do not disclose a true and fair view of the financial position of [York Street] and [Market Street] "" ; &#8226; ""If I determine that, on a prima facie basis, there are reasons to believe the financial reports of [York Street] and [Market Street] do not disclose a true and fair view of the financial position of what audit issues, in my opinion, appear relevant in considering the financial position of the companies: for instance, is there an issue as to whether the balance sheets of [York Street] and [Market Street] should have included a provision for doubt as to the recoverability of the loans to, respectively, Scots Church Development Ltd and 60 Market Street Trust"" ; and &#8226; ""Advice as to what KPMG documents I would require access to, to enable me to provide an expert opinion as to whether or not the KPMG audits of the financial reports of [York Street] and [Market Street] were carried out with due skill and care for each of the years ended 30 June 2002, 30 June 2003 and 30 June 2004"". 79 In the report, Mr Stewart: (a) examined the reports to creditors prepared by the liquidators of York Street and Market Street; (b) looked at York Street's financial reports for the year ended 30 June 2003; and (c) looked at Market Street's financial reports for the periods ending 31 December 2002, 30 June 2003, 31 December 2003 and 30 June 2004. 103 Ultimately, the question of whether discovery should be ordered is a matter involving the exercise of judicial discretion. The discretion is to be exercised having regard to the particular circumstances of each case: see Paxus Services 99 ALR at 733 to 734; Minister for Health and Aged Care v Harrington Associates Ltd [1999] FCA 549 at [27] ."
Case16214,cited,The Australian William E Simon Graduate School of Business Administration Incorporated v Minister Administering the National Parks and Wildlife Act 1974 (NSW) (1994) 51 FCR 243,"However, where it appears that the applicant had knowledge of the true facts by the time it allegedly acted on the impugned conduct, it is clearly much more difficult for the applicant to demonstrate reliance on such conduct: cf Rumpe v Camrol Pty Ltd [1985] FCA 5 , McMahon v Pomeray Pty Ltd [1991] FCA 289. Similarly, where the applicant makes its own inquiries or retained its own advisers to ascertain the true position there is some authority that reliance on the impugned conduct is negated: cf The Australian William E Simon Graduate School of Business Administration Incorporated v Minister Administering the National Parks and Wildlife Act 1974 (NSW) (1994) 51 FCR 243."
Case14660,approved,Esso Australia Resources Limited v Commissioner of Taxation [1999] HCA 67 ; (1999) 201 CLR 49,"the legal advice limb of legal professional privilege, a document will attract privilege if it was brought into existence for the dominant purpose of giving or obtaining legal advice: Esso Australia Resources Limited v Commissioner of Taxation [1999] HCA 67 ; (1999) 201 CLR 49 ( 'Esso' ) at 64-65 [35]; Daniels Corporations International Pty Ltd v Australian Competition &amp; Consumer Commission [2002] HCA 49 ; (2002) 213 CLR 543 ( 'Daniels' ) at 552 [9]. The general principles that I consider relevant to the disposition of this case can be summarised as follows: (1) The party claiming privilege carries the onus of proving that the communication was undertaken, or the document was brought into existence, for the dominant purpose of giving or obtaining legal advice. The onus might be discharged by evidence as to the circumstances and context in which the communications occurred or the documents were brought into existence, or by evidence as to the purposes of the person who made the communication, or authored the document, or procured its creation. It might also be discharged by reference to the nature of the documents, supported by argument or submissions: see Grant v Downs [1976] HCA 63 ; (1976) 135 CLR 674 ( 'Grant v Downs' ) at 689; Commissioner of Taxation v Pratt Holdings Pty Ltd (2005) 225 ALR 266 at 278 [30] ( 'FCT v Pratt Holdings' ); and AWB v Cole at [63]. (2) The purpose for which a document is brought into existence is a question of fact that must be determined objectively. Evidence of the intention of the document's maker, or of the person who authorised or procured it, is not necessarily conclusive. It may be necessary to examine the evidence concerning the purpose of other persons involved in the hierarchy of decision-making or consultation that led to the creation of the document and its subsequent communication: see AWB v Cole at [110]. (3) The existence of legal professional privilege is not established merely by the use of verbal formula: Grant v Downs at 689 per Stephen, Mason and Murphy JJ. Nor is a claim of privilege established by mere assertion that privilege applies to particular communications or that communications are undertaken for the purpose of obtaining or giving 'legal advice': National Crime Authority v S (1991) 29 FCR 203 at 211 212 per Lockhart J; Candacal Pty Ltd v Industry Research &amp; Development Board (2005) 223 ALR 284 (' Candacal' ) at 298 [70]; Seven Network Limited v News Limited [2005] FCA 142 at [6] [8]. If assertions of that kind are received in evidence in support of the privilege claim, their conclusionary nature can leave unclear what advice was really being sought. There will be cases in which a claim of privilege will not be sustainable in the absence of evidence identifying the circumstances in which the relevant communication took place and the topics to which the instructions or advice were directed: Kennedy v Wallace [2004] FCAFC 337 ; (2004) 142 FCR 185 ( 'Kennedy v Wallace' ) at 189 190 [12] [17] per Black CJ and Emmett J and at 211 212 [144] [145] and at 215 216 [166] [171] per Allsop J; see also Southern Equities Corporation Ltd (in liq) v Arthur Andersen &amp; Co (No 6) [2001] SASC 398. (4) Where communications take place between a client and his or her independent legal advisers, or between a client's in-house lawyers and those legal advisers, it may be appropriate to assume that legitimate legal advice was being sought, absent any contrary indications: Kennedy v Wallace (2004) 208 ALR 424 at 442 [65] per Gyles J; affirmed on appeal, Kennedy v Wallace at 191-192 [23]-[27] per Black CJ and Emmett J. In Kennedy v Wallace , Black CJ and Emmett J inclined to the view that in the ordinary case of a client consulting a lawyer about a legal problem in uncontroversial circumstances, proof of those facts alone will provide a sufficient basis for a conclusion that legitimate legal advice is being sought or given. (5) A 'dominant purpose' is one that predominates over other purposes; it is the prevailing or paramount purpose: AWB v Cole at [105]-[106]; FCT v Pratt Holdings at 279-280 [30] per Kenny J. (6) An appropriate starting point when applying the dominant purpose test is to ask what was the intended use or uses of the document which accounted for it being brought into existence: Pratt Holdings Pty Ltd v Commissioner of Taxation [2004] FCAFC 122 ; (2004) 136 FCR 357 at 366 [35] per Finn J. (7) The concept of legal advice is fairly wide. It extends to professional advice as to what a party should prudently or sensibly do in the relevant legal context; but it does not extend to advice that is purely commercial or of a public relations character: Balabel v Air India [1988] 1 Ch 317 ( 'Balabel' ) at 323 and 330; Nederlandse Reassurantie Groep Holding NV v Bacon and Woodrow [1995] 1 All ER 976 ( 'Nederlandse' ) at 983; Three Rivers District Council v Governor and Company of the Bank of England (No 6) [2004] UKHL 48 ; [2005] 1 AC 610 ( 'Three Rivers' ) at 652-653 [43]-[44], 657-658 [59]-[60], 681 [114] and 683 [120]; Dalleagles Pty Ltd v Australian Securities Commission (1991) 4 WAR 325 ( 'Dalleagles' ) at 332-333; DSE (Holdings) Pty Ltd v Intertan Inc [2003] FCA 1191 ; (2003) 135 FCR 151 ( 'DSE' ) at 161-173 [25] [71]; and AWB v Cole at [100]-[101]. (8) Legal professional privilege protects the disclosure of documents that record legal work carried out by the lawyer for the benefit of the client, such as research memoranda, collations and summaries of documents, chronologies and the like, whether or not they are actually provided to the client: Daniels at 563 [44] per McHugh J; Commissioner of Australian Federal Police v Propend Finance Pty Ltd [1997] HCA 3 ; (1997) 188 CLR 501 ( 'Propend' ) at 550 per McHugh J; Dalleagles at 333 334 per Anderson J; Trade Practices Commission v Sterling (1979) 36 FLR 244 ( 'Stirling' ) at 245 246 per Lockhart J; and Kennedy v Lyell (1883) 23 Ch D 387 at 407; Lyell v Kennedy (1884) 27 Ch D 1 at 31 per Bowen LJ; Propend Finance Pty Ltd v Commissioner of Australian Federal Police (1995) 58 FCR 224 at 266 per Lindgren J. (9) Subject to meeting the dominant purpose test, legal professional privilege extends to notes, memoranda or other documents made by officers or employees of the client that relate to information sought by the client's legal adviser to enable him or her to advise: Stirling at 246. The privilege extends to drafts, notes and other material brought into existence by the client for the purpose of communication to the lawyer, whether or not they are themselves actually communicated to the lawyer: Saunders v Commissioner of Australian Federal Police (1998) 160 ALR 469 at 472. (10) Legal professional privilege is capable of attaching to communications between a salaried legal adviser and his or her employer, provided that the legal adviser is consulted in a professional capacity in relation to a professional matter and the communications are made in confidence and arise from the relationship of lawyer and client: Waterford v Commonwealth [1987] HCA 25 ; (1987) 163 CLR 54 at 96 per Dawson J; see also Deane J at 79 82. Some cases have added a requirement that the lawyer who provided the advice must be admitted to practice: see Dawson J in Waterford at 96; GSA Industries (Aust) Pty Ltd v Constable (2002) 2 Qd R 146 at 150; Glengallan Investments Pty Ltd v Arthur Andersen (2002) 1 Qd R 233 at 245. However, in Commonwealth v Vance (2005) 158 ACTR 47, the Full Court (Gray, Connolly and Tamberlin JJ) did not regard the possession of a current practising certificate as an essential precondition to the availability of legal professional privilege: at [23] [35]. The same view was taken by Lee J in Candacal at 303 [99], by Gillard J in Australian Hospital Care (Pindara) Pty Ltd v Duggan [1999] VSC 131 at [111] , and by Downes J in Re McKinnon and Secretary, Department of Foreign Affairs and Trade [2004] AATA 1365 ; (2004) 86 ALD 780 at 785 [51] . (11) Legal professional privilege protects communications rather than documents, as the test for privilege is anchored to the purpose for which the document was brought into existence. Consequently, legal professional privilege can attach to copies of non-privileged documents if the purpose of bringing the copy into existence satisfies the dominant purpose test: Propend at 507 per Brennan CJ, 544 per Gaudron J, 553-554 per McHugh J, 571-572 per Gummow J, and 587 per Kirby J. In Propend at 512, Brennan CJ added a qualification to this principle: if an original unprivileged document is not in existence or its location is not disclosed or is not accessible to the persons seeking to execute the warrant, and if no unprivileged copy or other admissible evidence is made available to prove the contents of the original, the otherwise privileged copy loses its protection. (12) The Court has power to examine documents over which legal professional privilege is claimed. Where there is a disputed claim, the High Court has said that the court should not be hesitant to exercise such a power: Esso ; see also Grant v Downs at 689. If the power is exercised, the court will need to recognise that it does not have the benefit of submissions or evidence that might place the document in its proper context. The essential purpose of such an inspection is to determine whether, on its face, the nature and content of the document supports the claim for legal professional privilege."
Case956,cited,Hagan v Trustees of Toowoomba Sports Grounds Trust [2000] FCA 1615,"The test or standard in s 18C(1)(a) of the Act is objective: see Jones v Scully [2002] FCA 1080 ; (2002) 120 FCR 243 at 268-269; Hagan v Trustees of Toowoomba Sports Grounds Trust [2000] FCA 1615 ; Creek v Cairns Post Pty Ltd [2001] FCA 1007 ; (2001) 112 FCR 352 at [12] . It is for the Court to determine whether the act, in all the circumstances in which it was done, would be reasonably likely to offend, insult, humiliate or intimidate another person or a group of people of a particular racial, national or ethnic group: see Hagan [2000] FCA 1615 at [15] . As Hely J remarked in Scully [2002] FCA 1080 ; (2002) 120 FCR 243 at [99] : ""it is not necessary for an applicant to prove that any person was actually offended, insulted, humiliated or intimidated by the conduct in question ... [but] evidence, for example, that a member of a particular racial group was offended by the conduct in question would be admissible, on, but not determinative of, the issue of contravention."""
